Year,Round,Game,Seed,Team
2017,1,2,9,Virginia Tech
2017,1,3,5,Virginia
2017,1,3,12,UNC Wilmington
2017,1,4,4,Florida
2017,1,4,13,East Tennessee St.
2017,1,5,6,SMU
2017,1,5,11,USC
2017,1,6,3,Baylor
2017,1,6,14,New Mexico St.
2017,1,7,7,South Carolina
2017,1,7,10,Marquette
2017,1,8,2,Duke
2017,1,8,15,Troy
2017,1,9,1,Gonzaga
2017,1,9,16,San Diego St.
2017,1,10,8,Northwestern
2017,1,10,9,Vanderbilt
2017,1,11,5,Notre Dame
2017,1,11,12,Princeton
2017,1,12,4,West Virginia
2017,1,12,13,Bucknell
2017,1,13,6,Maryland
2017,1,13,11,Xavier
2017,1,14,3,Florida St.
2017,1,14,14,Florida Gulf Coast
2017,1,15,7,Saint Mary's
2017,1,15,10,VCU
2017,1,16,2,Arizona
2017,1,16,15,North Dakota
2017,1,17,1,Kansas
2017,1,17,16,UC Davis
2017,1,18,8,Miami FL
2017,1,18,9,Michigan St.
2017,1,19,5,Iowa St.
2017,1,19,12,Nevada
2017,1,20,4,Purdue
2017,1,20,13,Vermont
2017,1,21,6,Creighton
2017,1,21,11,Rhode Island
2017,1,22,3,Oregon
2017,1,22,14,Iona
2017,1,23,7,Michigan
2017,1,23,10,Oklahoma St.
2017,1,24,2,Louisville
2017,1,24,15,Jacksonville St.
2017,1,25,1,North Carolina
2017,1,25,16,Texas Southern
2017,1,26,8,Arkansas
2017,1,26,9,Seton Hall
2017,1,27,5,Minnesota
2017,1,27,12,Middle Tennessee
2017,1,28,4,Butler
2017,1,28,13,Winthrop
2017,1,29,6,Cincinnati
2017,1,29,11,Kansas St.
2017,1,30,3,UCLA
2017,1,30,14,Kent St.
2017,1,31,7,Dayton
2017,1,31,10,Wichita St.
2017,1,32,2,Kentucky
2017,1,32,15,Northern Kentucky
2017,2,33,1,Villanova
2017,2,33,8,Wisconsin
2017,2,34,4,Florida
2017,2,34,5,Virginia
2017,2,35,3,Baylor
2017,2,35,11,USC
2017,2,36,2,Duke
2017,2,36,7,South Carolina
2017,2,37,1,Gonzaga
2017,2,37,8,Northwestern
2017,2,38,4,West Virginia
2017,2,38,5,Notre Dame
2017,2,39,3,Florida St.
2017,2,39,11,Xavier
2017,2,40,2,Arizona
2017,2,40,7,Saint Mary's
2017,2,41,1,Kansas
2017,2,41,9,Michigan St.
2017,2,42,4,Purdue
2017,2,42,5,Iowa St.
2017,2,43,3,Oregon
2017,2,43,11,Rhode Island
2017,2,44,2,Louisville
2017,2,44,7,Michigan
2017,2,45,1,North Carolina
2017,2,45,8,Arkansas
2017,2,46,4,Butler
2017,2,46,12,Middle Tennessee
2017,2,47,3,UCLA
2017,2,47,6,Cincinnati
2017,2,48,2,Kentucky
2017,2,48,10,Wichita St.
2017,3,49,4,Florida
2017,3,49,8,Wisconsin
2017,3,50,3,Baylor
2017,3,50,7,South Carolina
2017,3,51,1,Gonzaga
2017,3,51,4,West Virginia
2017,3,52,2,Arizona
2017,3,52,11,Xavier
2017,3,53,1,Kansas
2017,3,53,4,Purdue
2017,3,54,3,Oregon
2017,3,54,7,Michigan
2017,3,55,1,North Carolina
2017,3,55,4,Butler
2017,3,56,2,Kentucky
2017,3,56,3,UCLA
2017,4,57,4,Florida
2017,4,57,7,South Carolina
2017,4,58,1,Gonzaga
2017,4,58,11,Xavier
2017,4,59,1,Kansas
2017,4,59,3,Oregon
2017,4,60,1,North Carolina
2017,4,60,2,Kentucky
2017,5,61,1,Gonzaga
2017,5,61,7,South Carolina
2017,5,62,1,North Carolina
2017,5,62,3,Oregon
2017,6,63,1,North Carolina
2017,6,63,1,Gonzaga
2018,PI,-4,16,Radford
2018,PI,-4,16,LIU
2018,PI,-3,11,St. Bonaventure
2018,PI,-3,11,UCLA
2018,PI,-2,16,Texas Southern
2018,PI,-2,16,North Carolina Central
2018,PI,-1,11,Syracuse
2018,PI,-1,11,Arizona St.
2018,1,1,5,Ohio St.
2018,1,1,1,Virginia
2018,1,1,12,South Dakota St.
2018,1,1,16,UMBC
2018,1,2,8,Creighton
2018,1,2,9,Kansas St.
2018,1,3,5,Kentucky
2018,1,3,12,Davidson
2018,1,4,4,Arizona
2018,1,4,13,Buffalo
2018,1,5,6,Miami FL
2018,1,5,11,Loyola Chicago
2018,1,6,3,Tennessee
2018,1,6,14,Wright St.
2018,1,7,7,Nevada
2018,1,7,10,Texas
2018,1,8,2,Cincinnati
2018,1,8,15,Georgia St.
2018,1,9,1,Xavier
2018,1,9,16,Texas Southern
2018,1,10,8,Missouri
2018,1,10,9,Florida St.
2018,1,12,4,Gonzaga
2018,1,12,13,UNC Greensboro
2018,1,13,6,Houston
2018,1,13,11,San Diego St.
2018,1,14,3,Michigan
2018,1,14,14,Montana
2018,1,15,7,Texas A&M
2018,1,15,10,Providence
2018,1,16,2,North Carolina
2018,1,16,15,Lipscomb
2018,1,17,1,Villanova
2018,1,17,16,Radford
2018,1,18,8,Virginia Tech
2018,1,18,9,Alabama
2018,1,19,5,West Virginia
2018,1,19,12,Murray St.
2018,1,20,4,Wichita St.
2018,1,20,13,Marshall
2018,1,21,6,Florida
2018,1,21,11,St. Bonaventure
2018,1,22,3,Texas Tech
2018,1,22,14,Stephen F. Austin
2018,1,23,7,Arkansas
2018,1,23,10,Butler
2018,1,24,2,Purdue
2018,1,24,15,Cal St. Fullerton
2018,1,25,1,Kansas
2018,1,25,16,Penn
2018,1,26,8,Seton Hall
2018,1,26,9,North Carolina St.
2018,1,27,5,Clemson
2018,1,27,12,New Mexico St.
2018,1,28,4,Auburn
2018,1,28,13,Charleston
2018,1,29,6,TCU
2018,1,29,11,Syracuse
2018,1,30,3,Michigan St.
2018,1,30,14,Bucknell
2018,1,31,7,Rhode Island
2018,1,31,10,Oklahoma
2018,1,32,2,Duke
2018,1,32,15,Iona
2018,2,33,9,Kansas St.
2018,2,33,16,UMBC
2018,2,34,5,Kentucky
2018,2,34,13,Buffalo
2018,2,35,3,Tennessee
2018,2,35,11,Loyola Chicago
2018,2,36,2,Cincinnati
2018,2,36,7,Nevada
2018,2,37,1,Xavier
2018,2,37,9,Florida St.
2018,2,38,4,Gonzaga
2018,2,38,5,Ohio St.
2018,2,39,3,Michigan
2018,2,39,6,Houston
2018,2,40,2,North Carolina
2018,2,40,7,Texas A&M
2018,2,41,1,Villanova
2018,2,41,9,Alabama
2018,2,42,5,West Virginia
2018,2,42,13,Marshall
2018,2,43,3,Texas Tech
2018,2,43,6,Florida
2018,2,44,2,Purdue
2018,2,44,10,Butler
2018,2,45,1,Kansas
2018,2,45,8,Seton Hall
2018,2,46,4,Auburn
2018,2,46,5,Clemson
2018,2,47,3,Michigan St.
2018,2,47,11,Syracuse
2018,2,48,2,Duke
2018,2,48,7,Rhode Island
2018,3,49,5,Kentucky
2018,3,49,9,Kansas St.
2018,3,50,7,Nevada
2018,3,50,11,Loyola Chicago
2018,3,51,4,Gonzaga
2018,3,51,9,Florida St.
2018,3,52,3,Michigan
2018,3,52,7,Texas A&M
2018,3,53,1,Villanova
2018,3,53,5,West Virginia
2018,3,54,2,Purdue
2018,3,54,3,Texas Tech
2018,3,55,1,Kansas
2018,3,55,5,Clemson
2018,3,56,2,Duke
2018,3,56,11,Syracuse
2018,4,57,9,Kansas St.
2018,4,57,11,Loyola Chicago
2018,4,58,3,Michigan
2018,4,58,9,Florida St.
2018,4,59,1,Villanova
2018,4,59,3,Texas Tech
2018,4,60,1,Kansas
2018,4,60,2,Duke
2018,5,61,3,Michigan
2018,5,61,11,Loyola Chicago
2018,5,62,1,Villanova
2018,5,62,1,Kansas
2018,6,63,1,Villanova
2018,6,63,3,Michigan
2019,PI,-4,16,North Dakota St.
2019,PI,-4,16,North Carolina Central
2019,PI,-3,11,Belmont
2019,PI,-3,11,Temple
2019,PI,-2,16,Fairleigh Dickinson
2019,PI,-2,16,Prairie View A&M
2019,PI,-1,11,Arizona St.
2019,PI,-1,11,St. John's
2019,1,1,1,Duke
2019,1,1,16,North Dakota St.
2019,1,2,8,VCU
2019,1,2,9,UCF
2019,1,3,5,Mississippi St.
2019,1,3,12,Liberty
2019,1,4,4,Virginia Tech
2019,1,4,13,Saint Louis
2019,1,5,6,Maryland
2019,1,5,11,Belmont
2019,1,6,3,LSU
2019,1,6,14,Yale
2019,1,7,7,Louisville
2019,1,7,10,Minnesota
2019,1,8,2,Michigan St.
2019,1,8,15,Bradley
2019,1,9,1,Gonzaga
2019,1,9,13,Fairleigh Dickinson
2019,1,10,8,Syracuse
2019,1,10,9,Baylor
2019,1,11,5,Marquette
2019,1,11,12,Murray St.
2019,1,12,4,Florida St.
2019,1,12,13,Vermont
2019,1,13,6,Buffalo
2019,1,13,11,Arizona St.
2019,1,14,3,Texas Tech
2019,1,14,14,Northern Kentucky
2019,1,15,7,Nevada
2019,1,15,10,Florida
2019,1,16,2,Michigan
2019,1,16,15,Montana
2019,1,17,1,Virginia
2019,1,17,16,Gardner Webb
2019,1,18,8,Mississippi
2019,1,18,9,Oklahoma
2019,1,19,5,Wisconsin
2019,1,19,12,Oregon
2019,1,20,4,Kansas St.
2019,1,20,13,UC Irvine
2019,1,21,6,Villanova
2019,1,21,11,Saint Mary's
2019,1,22,3,Purdue
2019,1,22,14,Old Dominion
2019,1,23,7,Cincinnati
2019,1,23,10,Iowa
2019,1,24,2,Tennessee
2019,1,24,15,Colgate
2019,1,25,1,North Carolina
2019,1,25,16,Iona
2019,1,26,8,Utah St.
2019,1,26,9,Washington
2019,1,27,5,Auburn
2019,1,27,12,New Mexico St.
2019,1,28,4,Kansas
2019,1,28,13,Northeastern
2019,1,29,6,Iowa St.
2019,1,29,11,Ohio St.
2019,1,30,3,Houston
2019,1,30,14,Georgia St.
2019,1,31,7,Wofford
2019,1,31,10,Seton Hall
2019,1,32,2,Kentucky
2019,1,32,15,Abilene Christian
2019,2,33,1,Duke
2019,2,33,9,UCF
2019,2,34,4,Virginia Tech
2019,2,34,15,Liberty
2019,2,35,3,LSU
2019,2,35,6,Maryland
2019,2,36,2,Michigan St.
2019,2,36,10,Minnesota
2019,2,37,1,Gonzaga
2019,2,37,9,Baylor
2019,2,38,4,Florida St.
2019,2,38,12,Murray St.
2019,2,39,3,Texas Tech
2019,2,39,6,Buffalo
2019,2,40,2,Michigan
2019,2,40,10,Florida
2019,2,41,1,Virginia
2019,2,41,9,Oklahoma
2019,2,42,12,Oregon
2019,2,42,13,UC Irvine
2019,2,43,3,Purdue
2019,2,43,6,Villanova
2019,2,44,2,Tennessee
2019,2,44,10,Iowa
2019,2,45,1,North Carolina
2019,2,45,9,Washington
2019,2,46,4,Kansas
2019,2,46,5,Auburn
2019,2,47,3,Houston
2019,2,47,11,Ohio St.
2019,2,48,2,Kentucky
2019,2,48,7,Wofford
2019,3,49,1,Duke
2019,3,49,4,Virginia Tech
2019,3,50,2,Michigan St.
2019,3,50,3,LSU
2019,3,51,1,Gonzaga
2019,3,51,4,Florida St.
2019,3,52,2,Michigan
2019,3,52,3,Texas Tech
2019,3,53,1,Virginia
2019,3,53,12,Oregon
2019,3,54,2,Tennessee
2019,3,54,3,Purdue
2019,3,55,1,North Carolina
2019,3,55,5,Auburn
2019,3,56,2,Kentucky
2019,3,56,3,Houston
2019,4,57,1,Duke
2019,4,57,2,Michigan St.
2019,4,58,1,Gonzaga
2019,4,58,3,Texas Tech
2019,4,59,1,Virginia
2019,4,59,3,Purdue
2019,4,60,2,Kentucky
2019,4,60,5,Auburn
2019,5,61,2,Michigan St.
2019,5,61,3,Texas Tech
2019,5,62,1,Virginia
2019,5,62,5,Auburn
2019,6,63,1,Virginia
2019,6,63,3,Texas Tech
2021,PI,-4,16,Texas Southern
2021,PI,-4,16,Mount St. Mary's
2021,PI,-3,11,Drake
2021,PI,-3,11,Wichita St.
2021,PI,-2,16,Norfolk St.
2021,PI,-2,16,Appalachian St.
2021,PI,-1,11,UCLA
2021,PI,-1,11,Michigan St.
2021,1,1,1,Gonzaga
2021,1,1,16,Norfolk St.
2021,1,2,8,Oklahoma
2021,1,2,9,Missouri
2021,1,3,5,Creighton
2021,1,3,12,UC Santa Barbara
2021,1,4,4,Virginia
2021,1,4,13,Ohio
2021,1,5,6,USC
2021,1,5,11,Drake
2021,1,6,3,Kansas
2021,1,6,14,Eastern Washington
2021,1,7,7,Oregon
2021,1,7,10,VCU
2021,1,8,2,Iowa
2021,1,8,15,Grand Canyon
2021,1,9,1,Michigan
2021,1,9,16,Texas Southern
2021,1,10,8,LSU
2021,1,10,9,St. Bonaventure
2021,1,11,5,Colorado
2021,1,11,12,Georgetown
2021,1,12,4,Florida St.
2021,1,12,13,UNC Greensboro
2021,1,13,6,BYU
2021,1,13,11,UCLA
2021,1,14,3,Texas
2021,1,14,14,Abilene Christian
2021,1,15,7,Connecticut
2021,1,15,10,Maryland
2021,1,16,2,Alabama
2021,1,16,15,Iona
2021,1,17,1,Baylor
2021,1,17,16,Hartford
2021,1,18,8,North Carolina
2021,1,18,9,Wisconsin
2021,1,19,5,Villanova
2021,1,19,12,Winthrop
2021,1,20,4,Purdue
2021,1,20,13,North Texas
2021,1,21,4,Texas Tech
2021,1,21,11,Utah St.
2021,1,22,3,Arkansas
2021,1,22,14,Colgate
2021,1,23,7,Florida
2021,1,23,10,Virginia Tech
2021,1,24,2,Ohio St.
2021,1,24,15,Oral Roberts
2021,1,25,1,Illinois
2021,1,25,16,Drexel
2021,1,26,8,Loyola Chicago
2021,1,26,9,Georgia Tech
2021,1,27,5,Tennessee
2021,1,27,12,Oregon St.
2021,1,28,4,Oklahoma St.
2021,1,28,13,Liberty
2021,1,29,6,San Diego St.
2021,1,29,11,Syracuse
2021,1,30,3,West Virginia
2021,1,30,14,Morehead St.
2021,1,31,7,Clemson
2021,1,31,10,Rutgers
2021,1,32,2,Houston
2021,1,32,15,Cleveland St.
2021,2,33,1,Gonzaga
2021,2,33,8,Oklahoma
2021,2,34,5,Creighton
2021,2,34,13,Ohio
2021,2,35,3,Kansas
2021,2,35,6,USC
2021,2,36,2,Iowa
2021,2,36,7,Oregon
2021,2,37,1,Michigan
2021,2,37,8,LSU
2021,2,38,4,Florida St.
2021,2,38,5,Colorado
2021,2,39,11,UCLA
2021,2,39,14,Abilene Christian
2021,2,40,2,Alabama
2021,2,40,10,Maryland
2021,2,41,1,Baylor
2021,2,41,9,Wisconsin
2021,2,42,5,Villanova
2021,2,42,13,North Texas
2021,2,43,3,Arkansas
2021,2,43,6,Texas Tech
2021,2,44,7,Florida
2021,2,44,15,Oral Roberts
2021,2,45,1,Illinois
2021,2,45,8,Loyola Chicago
2021,2,46,4,Oklahoma St.
2021,2,46,12,Oregon St.
2021,2,47,3,West Virginia
2021,2,47,11,Syracuse
2021,2,48,2,Houston
2021,2,48,10,Rutgers
2021,3,49,1,Gonzaga
2021,3,49,5,Creighton
2021,3,50,6,USC
2021,3,50,7,Oregon
2021,3,51,1,Michigan
2021,3,51,4,Florida St.
2021,3,52,2,Alabama
2021,3,52,11,UCLA
2021,3,53,1,Baylor
2021,3,53,5,Villanova
2021,3,54,3,Arkansas
2021,3,54,15,Oral Roberts
2021,3,55,8,Loyola Chicago
2021,3,55,12,Oregon St.
2021,3,56,2,Houston
2021,3,56,11,Syracuse
2021,4,57,1,Gonzaga
2021,4,57,6,USC
2021,4,58,1,Michigan
2021,4,58,11,UCLA
2021,4,59,1,Baylor
2021,4,59,3,Arkansas
2021,4,60,2,Houston
2021,4,60,12,Oregon St.
2021,5,61,1,Gonzaga
2021,5,61,11,UCLA
2021,5,62,1,Baylor
2021,5,62,2,Houston
2021,6,63,1,Baylor
2021,6,63,1,Gonzaga
