Year,Round,Fseed,Favored,Fscore,Useed,Underdog,Uscore,Winner
2015,4,1,Wisconsin,85,2,Arizona,78,Wisconsin
2015,4,7,Michigan St.,76,4,Louisville,70,Michigan St.
2015,4,1,Duke,66,2,Gonzaga,52,Duke
2015,5,1,Duke,81,7,Michigan St.,61,Duke
2015,5,1,Kentucky,64,1,Wisconsin,71,Wisconsin
2015,6,1,Wisconsin,63,1,Duke,68,Duke
2016,PI,16,Florida Gulf Coast,96,16,Fairleigh Dickinson,65,Florida Gulf Coast
2016,PI,11,Wichita St.,70,11,Vanderbilt,50,Wichita St.
2016,PI,11,Michigan,67,11,Tulsa,62,Michigan
2016,PI,16,Southern,55,16,Holy Cross,59,Holy Cross
2016,1,5,Purdue,83,12,Arkansas Little Rock,85,Arkansas Little Rock
2016,1,5,Baylor,75,12,Yale,79,Yale
2016,1,11,Gonzaga,68,6,Seton Hall,52,Gonzaga
2016,1,11,Wichita St.,65,6,Arizona,55,Wichita St.
2016,1,1,North Carolina,83,16,Florida Gulf Coast,67,North Carolina
2016,1,4,Kentucky,85,13,Stony Brook,57,Kentucky
2016,1,5,Indiana,99,12,Chattanooga,74,Indiana
2016,1,1,Virginia,81,16,Hampton,45,Virginia
2016,1,3,Utah,80,14,Fresno St.,69,Utah
2016,1,4,Iowa St.,94,13,Iona,81,Iowa St.
2016,1,1,Kansas,105,16,Austin Peay,79,Kansas
2016,1,3,Miami FL,79,14,Buffalo,72,Miami FL
2016,1,4,Duke,93,13,UNC Wilmington,85,Duke
2016,1,9,Providence,70,8,USC,69,Providence
2016,1,9,Butler,71,8,Texas Tech,61,Butler
2016,1,9,Connecticut,74,8,Colorado,67,Connecticut
2016,1,2,Michigan St.,81,15,Middle Tennessee,90,Middle Tennessee
2016,1,3,West Virginia,56,14,Stephen F. Austin,70,Stephen F. Austin
2016,1,4,California,66,13,Hawaii,77,Hawaii
2016,1,6,Texas,72,11,Northern Iowa,75,Northern Iowa
2016,1,10,Syracuse,70,7,Dayton,51,Syracuse
2016,1,10,VCU,75,7,Oregon St.,67,VCU
2016,1,2,Xavier,71,15,Weber St.,53,Xavier
2016,1,6,Notre Dame,70,11,Michigan,63,Notre Dame
2016,1,10,Pittsburgh,43,7,Wisconsin,47,Wisconsin
2016,1,2,Villanova,86,15,UNC Asheville,56,Villanova
2016,1,5,Maryland,79,12,South Dakota St.,74,Maryland
2016,1,7,Iowa,72,10,Temple,70,Iowa
2016,1,1,Oregon,91,16,Holy Cross,52,Oregon
2016,1,2,Oklahoma,82,15,Cal St. Bakersfield,68,Oklahoma
2016,1,3,Texas A&M,92,14,Green Bay,65,Texas A&M
2016,1,9,Cincinnati,76,8,Saint Joseph's,78,Saint Joseph's
2016,2,11,Gonzaga,82,3,Utah,59,Gonzaga
2016,2,1,North Carolina,85,9,Providence,66,North Carolina
2016,2,1,Virginia,77,9,Butler,69,Virginia
2016,2,4,Iowa St.,78,12,Arkansas Little Rock,61,Iowa St.
2016,2,1,Kansas,73,9,Connecticut,61,Kansas
2016,2,11,Wichita St.,57,3,Miami FL,65,Miami FL
2016,2,4,Duke,71,12,Yale,64,Duke
2016,2,4,Kentucky,67,5,Indiana,73,Indiana
2016,2,2,Xavier,63,7,Wisconsin,66,Wisconsin
2016,2,6,Notre Dame,76,14,Stephen F. Austin,75,Notre Dame
2016,2,10,Syracuse,75,15,Middle Tennessee,50,Syracuse
2016,2,2,Villanova,87,7,Iowa,68,Villanova
2016,2,5,Maryland,73,13,Hawaii,60,Maryland
2016,2,1,Oregon,69,8,Saint Joseph's,64,Oregon
2016,2,2,Oklahoma,85,10,VCU,81,Oklahoma
2016,2,3,Texas A&M,92,11,Northern Iowa,88,Texas A&M
2016,3,1,Kansas,79,5,Maryland,63,Kansas
2016,3,2,Villanova,92,3,Miami FL,69,Villanova
2016,3,1,Oregon,82,4,Duke,68,Oregon
2016,3,2,Oklahoma,77,3,Texas A&M,63,Oklahoma
2016,3,1,North Carolina,101,5,Indiana,86,North Carolina
2016,3,6,Notre Dame,61,7,Wisconsin,56,Notre Dame
2016,3,1,Virginia,84,4,Iowa St.,71,Virginia
2016,3,11,Gonzaga,60,10,Syracuse,63,Syracuse
2016,4,2,Villanova,64,1,Kansas,59,Villanova
2016,4,2,Oklahoma,80,1,Oregon,68,Oklahoma
2016,4,1,Virginia,62,10,Syracuse,68,Syracuse
2016,4,1,North Carolina,88,6,Notre Dame,74,North Carolina
2016,5,1,North Carolina,83,10,Syracuse,66,North Carolina
2016,5,2,Villanova,95,2,Oklahoma,51,Villanova
2016,6,2,Villanova,77,1,North Carolina,74,Villanova
2017,PI,11,Kansas St.,95,11,Wake Forest,88,Kansas St.
2017,PI,16,New Orleans,66,16,Mount St. Mary's,67,Mount St. Mary's
2017,PI,16,North Carolina Central,63,16,UC Davis,67,UC Davis
2017,PI,11,USC,75,11,Providence,71,USC
2017,1,5,Minnesota,72,12,Middle Tennessee,81,Middle Tennessee
2017,1,11,Xavier,76,6,Maryland,65,Xavier
2017,1,5,Notre Dame,60,12,Princeton,58,Notre Dame
2017,1,5,Virginia,76,12,UNC Wilmington,71,Virginia
2017,1,4,Butler,76,13,Winthrop,64,Butler
2017,1,1,Gonzaga,66,16,San Diego St.,46,Gonzaga
2017,1,4,West Virginia,86,13,Bucknell,80,West Virginia
2017,1,4,Florida,80,13,East Tennessee St.,65,Florida
2017,1,9,Vanderbilt,66,8,Northwestern,68,Northwestern
2017,1,1,Villanova,76,16,Mount St. Mary's,56,Villanova
2017,1,7,Saint Mary's,85,10,VCU,77,Saint Mary's
2017,1,4,Purdue,80,13,Vermont,70,Purdue
2017,1,3,Florida St.,86,14,Florida Gulf Coast,80,Florida St.
2017,1,8,Wisconsin,84,9,Virginia Tech,74,Wisconsin
2017,1,5,Iowa St.,84,12,Nevada,73,Iowa St.
2017,1,2,Arizona,100,15,North Dakota,82,Arizona
2017,1,6,SMU,65,11,USC,66,USC
2017,1,6,Creighton,72,11,Rhode Island,84,Rhode Island
2017,1,10,Wichita St.,64,7,Dayton,58,Wichita St.
2017,1,7,Michigan,92,10,Oklahoma St.,91,Michigan
2017,1,3,Baylor,91,14,New Mexico St.,73,Baylor
2017,1,8,Arkansas,77,9,Seton Hall,71,Arkansas
2017,1,3,Oregon,93,14,Iona,77,Oregon
2017,1,2,Louisville,78,15,Jacksonville St.,63,Louisville
2017,1,1,North Carolina,103,16,Texas Southern,64,North Carolina
2017,1,1,Kansas,100,16,UC Davis,62,Kansas
2017,1,2,Duke,87,15,Troy,65,Duke
2017,1,6,Cincinnati,75,11,Kansas St.,61,Cincinnati
2017,1,7,South Carolina,93,10,Marquette,73,South Carolina
2017,1,3,UCLA,97,14,Kent St.,80,UCLA
2017,1,2,Kentucky,79,15,Northern Kentucky,70,Kentucky
2017,1,9,Michigan St.,78,8,Miami FL,58,Michigan St.
2017,2,3,Florida St.,66,11,Xavier,91,Xavier
2017,2,1,Villanova,62,8,Wisconsin,65,Wisconsin
2017,2,4,West Virginia,83,5,Notre Dame,71,West Virginia
2017,2,1,Gonzaga,79,8,Northwestern,73,Gonzaga
2017,2,4,Butler,74,12,Middle Tennessee,65,Butler
2017,2,7,Saint Mary's,60,2,Arizona,69,Arizona
2017,2,4,Florida,65,5,Virginia,39,Florida
2017,2,5,Iowa St.,76,4,Purdue,80,Purdue
2017,2,2,Louisville,69,7,Michigan,73,Michigan
2017,2,2,Duke,81,7,South Carolina,88,South Carolina
2017,2,2,Kentucky,65,10,Wichita St.,62,Kentucky
2017,2,1,Kansas,90,9,Michigan St.,70,Kansas
2017,2,1,North Carolina,72,8,Arkansas,65,North Carolina
2017,2,3,Oregon,75,11,Rhode Island,72,Oregon
2017,2,3,Baylor,82,11,USC,78,Baylor
2017,2,3,UCLA,79,6,Cincinnati,67,UCLA
2017,3,2,Arizona,71,11,Xavier,73,Xavier
2017,3,3,Oregon,69,7,Michigan,68,Oregon
2017,3,1,Gonzaga,61,4,West Virginia,58,Gonzaga
2017,3,1,Kansas,98,4,Purdue,66,Kansas
2017,3,3,Baylor,50,7,South Carolina,70,South Carolina
2017,3,1,North Carolina,92,4,Butler,80,North Carolina
2017,3,2,Kentucky,86,3,UCLA,75,Kentucky
2017,3,4,Florida,84,8,Wisconsin,83,Florida
2017,4,1,Kansas,60,3,Oregon,74,Oregon
2017,4,1,Gonzaga,83,11,Xavier,59,Gonzaga
2017,4,4,Florida,70,7,South Carolina,77,South Carolina
2017,4,1,North Carolina,75,2,Kentucky,73,North Carolina
2017,5,1,Gonzaga,77,7,South Carolina,73,Gonzaga
2017,5,1,North Carolina,77,3,Oregon,76,North Carolina
2017,6,1,Gonzaga,65,1,North Carolina,71,North Carolina
2018,PI,16,Radford,71,16,LIU Brooklyn,61,Radford
2018,PI,11,UCLA,58,11,St. Bonaventure,65,St. Bonaventure
2018,PI,16,Texas Southern,64,16,North Carolina Central,46,Texas Southern
2018,PI,11,Syracuse,60,11,Arizona St.,56,Syracuse
2018,1,3,Tennessee,73,14,Wright St.,47,Tennessee
2018,1,4,Gonzaga,68,13,UNC Greensboro,64,Gonzaga
2018,1,10,Oklahoma,78,7,Rhode Island,83,Rhode Island
2018,1,1,Kansas,76,16,Penn,60,Kansas
2018,1,2,Duke,89,15,Iona,67,Duke
2018,1,5,Ohio St.,81,12,South Dakota St.,73,Ohio St.
2018,1,11,Loyola Chicago,64,6,Miami FL,62,Loyola Chicago
2018,1,8,Seton Hall,94,9,North Carolina St.,83,Seton Hall
2018,1,1,Villanova,87,16,Radford,61,Villanova
2018,1,5,Kentucky,78,12,Davidson,73,Kentucky
2018,1,3,Texas Tech,70,14,Stephen F. Austin,60,Texas Tech
2018,1,6,Houston,67,11,San Diego St.,65,Houston
2018,1,8,Virginia Tech,83,9,Alabama,86,Alabama
2018,1,4,Arizona,68,13,Buffalo,89,Buffalo
2018,1,6,Florida,77,11,St. Bonaventure,62,Florida
2018,1,3,Michigan,61,14,Montana,47,Michigan
2018,1,2,Cincinnati,68,15,Georgia St.,53,Cincinnati
2018,1,2,Purdue,74,15,Cal St. Fullerton,48,Purdue
2018,1,4,Wichita St.,75,13,Marshall,81,Marshall
2018,1,7,Texas A&M,73,10,Providence,69,Texas A&M
2018,1,2,North Carolina,84,15,Lipscomb,66,North Carolina
2018,1,10,Butler,79,7,Arkansas,62,Butler
2018,1,7,Nevada,87,10,Texas,83,Nevada
2018,1,5,West Virginia,85,12,Murray St.,68,West Virginia
2018,1,1,Xavier,102,16,Texas Southern,83,Xavier
2018,1,3,Michigan St.,82,14,Bucknell,78,Michigan St.
2018,1,4,Auburn,62,13,Charleston,58,Auburn
2018,1,8,Creighton,59,9,Kansas St.,69,Kansas St.
2018,1,5,Clemson,79,12,New Mexico St.,68,Clemson
2018,1,1,Virginia,54,16,UMBC,74,UMBC
2018,1,6,TCU,52,11,Syracuse,57,Syracuse
2018,1,9,Florida St.,67,8,Missouri,54,Florida St.
2018,2,1,Villanova,81,9,Alabama,58,Villanova
2018,2,2,Duke,87,7,Rhode Island,62,Duke
2018,2,4,Gonzaga,90,5,Ohio St.,84,Gonzaga
2018,2,13,Buffalo,75,13,Buffalo,75,Buffalo
2018,2,3,Tennessee,62,11,Loyola Chicago,63,Loyola Chicago
2018,2,1,Kansas,83,8,Seton Hall,79,Kansas
2018,2,3,Texas Tech,69,6,Florida,66,Texas Tech
2018,2,3,Michigan,64,6,Houston,63,Michigan
2018,2,5,Clemson,84,4,Auburn,53,Clemson
2018,2,2,Cincinnati,73,7,Nevada,75,Nevada
2018,2,2,North Carolina,65,7,Texas A&M,86,Texas A&M
2018,2,2,Purdue,76,10,Butler,73,Purdue
2018,2,3,Michigan St.,53,11,Syracuse,55,Syracuse
2018,2,9,Kansas St.,50,16,UMBC,43,Kansas St.
2018,2,1,Xavier,70,9,Florida St.,75,Florida St.
2018,2,5,West Virginia,89,13,Marshall,62,West Virginia
2018,3,3,Michigan,99,7,Texas A&M,72,Michigan
2018,3,7,Nevada,68,11,Loyola Chicago,69,Loyola Chicago
2018,3,9,Kansas,61,5,Kentucky,58,Kansas
2018,3,4,Gonzaga,60,9,Florida St.,75,Florida St.
2018,3,1,Villanova,90,5,West Virginia,78,Villanova
2018,3,1,Kansas,80,5,Clemson,76,Kansas
2018,3,2,Duke,69,11,Syracuse,65,Duke
2018,3,2,Purdue,65,3,Texas Tech,78,Texas Tech
2018,4,11,Loyola Chicago,78,9,Kansas St.,62,Loyola Chicago
2018,4,3,Michigan,58,9,Florida St.,54,Michigan
2018,4,1,Villanova,71,3,Texas Tech,59,Villanova
2018,4,2,Duke,81,1,Kansas,85,Kansas
2018,5,3,Michigan,69,11,Loyola Chicago,57,Michigan
2018,5,1,Villanova,95,1,Kansas,79,Villanova
2018,6,1,Villanova,79,3,Michigan,62,Villanova
2019,PI,16,Fairleigh Dickinson,82,16,Prairie View A&M,76,Fairleigh Dickinson
2019,PI,11,Belmont,81,11,Temple,70,Belmont
2019,PI,11,Arizona St.,74,11,St. John's,65,Arizona St.
2019,PI,16,Fairleigh Dickinson,82,16,Prairie View A&M,76,Fairleigh Dickinson
2019,1,7,Louisville,76,10,Minnesota,86,Minnesota
2019,1,3,LSU,79,14,Yale,74,LSU
2019,1,6,Auburn,78,12,New Mexico St.,77,Auburn
2019,1,4,Florida St.,76,13,Vermont,69,Florida St.
2019,1,2,Michigan St.,76,15,Bradley,65,Michigan St.
2019,1,6,Maryland,79,11,Belmont,77,Maryland
2019,1,4,Kansas,87,13,Northeastern,53,Kansas
2019,1,5,Marquette,64,12,Murray St.,83,Murray St.
2019,1,6,Villanova,61,11,Saint Mary's,57,Villanova
2019,1,7,Nevada,61,10,Florida,70,Florida
2019,1,2,Kentucky,79,15,Abilene Christian,44,Kentucky
2019,1,1,Gonzaga,87,16,Fairleigh Dickinson,49,Gonzaga
2019,1,1,Wofford,84,10,Seton Hall,68,Wofford
2019,1,3,Purdue,61,14,Old Dominion,48,Purdue
2019,1,2,Michigan,74,15,Montana,55,Michigan
2019,1,8,Syracuse,69,9,Baylor,78,Baylor
2019,1,7,Cincinnati,72,10,Iowa,79,Iowa
2019,1,9,Oklahoma,95,8,Mississippi,72,Oklahoma
2019,1,4,Kansas St.,64,13,UC Irvine,70,UC Irvine
2019,1,3,Texas Tech,72,14,Northern Kentucky,57,Texas Tech
2019,1,2,Tennessee,77,15,Colgate,70,Tennessee
2019,1,1,Virginia,71,16,Gardner Webb,56,Virginia
2019,1,6,Buffalo,91,11,Arizona St.,74,Buffalo
2019,1,5,Wisconsin,54,12,Oregon,72,Oregon
2019,1,8,VCU,58,9,UCF,73,UCF
2019,1,5,Mississippi St.,76,12,Liberty,80,Liberty
2019,1,8,Utah St.,61,9,Washington,78,Washington
2019,1,6,Iowa St.,59,11,Ohio St.,62,Ohio St.
2019,1,3,Houston,84,14,Georgia St.,55,Houston
2019,1,1,North Carolina,88,16,Iona,73,North Carolina
2019,1,1,Duke,85,16,North Dakota St.,62,Duke
2019,1,4,Virginia Tech,66,13,Saint Louis,52,Virginia Tech
2019,2,3,LSU,69,6,Maryland,67,LSU
2019,2,2,Kentucky,62,7,Wofford,56,Kentucky
2019,2,2,Michigan,64,10,Florida,49,Michigan
2019,2,4,Florida St.,90,12,Murray St.,62,Florida St.
2019,2,1,Gonzaga,83,9,Baylor,71,Gonzaga
2019,2,2,Michigan St.,70,10,Minnesota,50,Michigan St.
2019,2,3,Purdue,87,6,Villanova,61,Purdue
2019,2,5,Auburn,89,4,Kansas,75,Auburn
2019,2,2,Tennessee,83,10,Iowa,77,Tennessee
2019,2,1,North Carolina,81,9,Washington,59,North Carolina
2019,2,1,Duke,77,9,UCF,76,Duke
2019,2,4,Virginia Tech,67,12,Liberty,58,Virginia Tech
2019,2,3,Texas Tech,78,6,Buffalo,58,Texas Tech
2019,2,1,Virginia,63,9,Oklahoma,51,Virginia
2019,2,3,Houston,74,11,Ohio St.,59,Houston
2019,2,12,Oregon,73,13,UC Irvine,54,Oregon
2019,3,2,Tennessee,94,3,Purdue,99,Purdue
2019,3,1,Gonzaga,72,4,Florida St.,58,Gonzaga
2019,3,1,Virginia,53,12,Oregon,49,Virginia
2019,3,2,Michigan,44,3,Texas Tech,63,Texas Tech
2019,3,1,Duke,75,4,Virginia Tech,73,Duke
2019,3,1,North Carolina,80,5,Auburn,97,Auburn
2019,3,2,Michigan St.,80,3,LSU,63,Michigan St.
2019,3,2,Kentucky,62,3,Houston,58,Kentucky
2019,4,1,Gonzaga,69,3,Texas Tech,75,Texas Tech
2019,4,1,Virginia,80,3,Purdue,75,Virginia
2019,4,2,Kentucky,71,5,Auburn,77,Auburn
2019,4,1,Duke,67,2,Michigan St.,68,Michigan St.
2019,5,1,Virginia,63,5,Auburn,62,Virginia
2019,5,2,Michigan,51,3,Texas Tech,61,Texas Tech
2019,6,1,Virginia,85,3,Texas Tech,77,Virginia
