lon,lat,price,finished_squarefeet,year_built,date,address,city,state,zip,acres,num_dwellings,class,condition,total_squarefeet,bedrooms,full_baths,half_baths,month,address_city
44.3042296,17.5936762,264000,1219,1980,12/8/2015,4766 NW AMANDA PL,CORVALLIS,OR,97330-3236,0.22,1,Dwelling,AV,1725,3,1,1,12,"4766 NW AMANDA PL, CORVALLIS, OR"
44.268572,17.588215,267300,1254,1959,12/8/2015,1930 NW 14TH ST,CORVALLIS,OR,97330-2034,0.19,1,Dwelling,G,1588,3,2,0,12,"1930 NW 14TH ST, CORVALLIS, OR"
44.256161,17.532238,239000,2056,1999,12/7/2015,3291 SE MIDVALE DR,CORVALLIS,OR,97333,0.17,1,Mobile Home,AV,2540,0,2,0,12,"3291 SE MIDVALE DR, CORVALLIS, OR"
44.286661,17.5469269,250000,1452,1960,12/4/2015,3321 SW WILLAMETTE AVE,CORVALLIS,OR,97333,0.24,1,Dwelling,AV,1884,3,1,1,12,"3321 SW WILLAMETTE AVE, CORVALLIS, OR"
44.282513,17.5924,10,1568,1969,12/4/2015,2550 NW 27TH ST,CORVALLIS,OR,97330-1268,0.2,1,Dwelling,AV,2102,3,2,0,12,"2550 NW 27TH ST, CORVALLIS, OR"
44.304522,17.591126,370000,2228,1987,12/4/2015,2448 NW MASER DR,CORVALLIS,OR,97330,0.2,1,Dwelling,G,2852,4,2,1,12,"2448 NW MASER DR, CORVALLIS, OR"
44.263154,17.536056,3000,672,1973,12/4/2015,300 SE GOODNIGHT AVE SPACE 17,CORVALLIS,OR,97333,0,1,Mobile Home,AV,672,0,1,0,12,"300 SE GOODNIGHT AVE SPACE 17, CORVALLIS, OR"
44.261209,17.5926479,260000,1238,1976,12/3/2015,993 NW IRONWOOD AVE,CORVALLIS,OR,97330-1524,0.18,1,Dwelling,G,1744,3,2,0,12,"993 NW IRONWOOD AVE, CORVALLIS, OR"
44.2702647,17.5873065,257500,936,1961,12/3/2015,1845 NW MENLO DR,CORVALLIS,OR,97330-1950,0.27,1,Dwelling,G,1314,3,2,0,12,"1845 NW MENLO DR, CORVALLIS, OR"
44.260084,17.533518,255000,1312,2001,12/3/2015,3265 SE SUMMERFIELD DR,CORVALLIS,OR,97333,0.14,1,Dwelling,AV,1752,3,2,0,12,"3265 SE SUMMERFIELD DR, CORVALLIS, OR"
44.303089,17.541807,406000,2125,2006,12/1/2015,5009 SW HOLLYHOCK CIR,CORVALLIS,OR,97333,0.13,1,Dwelling,AV,2679,2,2,0,12,"5009 SW HOLLYHOCK CIR, CORVALLIS, OR"
44.28856,17.578033,220000,988,1950,12/1/2015,1119 NW 34TH ST,CORVALLIS,OR,97330,0.15,1,Dwelling,AV,1778,3,1,0,12,"1119 NW 34TH ST, CORVALLIS, OR"
44.2674233,17.554399,4000,470,1958,12/1/2015,251 SW MOBILE PL SPACE 6,CORVALLIS,OR,97333,0,1,Mobile Home,F,470,0,1,0,12,"251 SW MOBILE PL SPACE 6, CORVALLIS, OR"
44.263154,17.536056,1500,800,1970,12/1/2015,300 SE GOODNIGHT AVE SPACE 73,CORVALLIS,OR,97333,0,1,Mobile Home,F,800,0,1,0,12,"300 SE GOODNIGHT AVE SPACE 73, CORVALLIS, OR"
44.254083,17.595057,217000,2668,1963,11/30/2015,2710 NW BRYANT ST,CORVALLIS,OR,97330,0.2,1,Dwelling,F,2910,4,2,1,11,"2710 NW BRYANT ST, CORVALLIS, OR"
44.2839926,17.5887377,207000,1704,1970,11/30/2015,2911 NW ASHWOOD DR,CORVALLIS,OR,97330,0.23,1,Dwelling,G,2210,3,2,1,11,"2911 NW ASHWOOD DR, CORVALLIS, OR"
44.314961,17.5509569,207117,1680,1994,11/30/2015,5565 SW PHILOMATH BLVD,CORVALLIS,OR,97333,2,1,Mobile Home,AV,2256,0,2,0,11,"5565 SW PHILOMATH BLVD, CORVALLIS, OR"
44.257613,17.542237,206000,1584,1967,11/30/2015,940 SE RICHLAND AVE,CORVALLIS,OR,97333,0.21,1,Dwelling,AV,1584,3,2,0,11,"940 SE RICHLAND AVE, CORVALLIS, OR"
44.2657923,17.589783,222000,960,1966,11/30/2015,2207 NW DIXON ST,CORVALLIS,OR,97330-1435,0.25,1,Dwelling,AV,1488,3,1,0,11,"2207 NW DIXON ST, CORVALLIS, OR"
44.24062,17.596181,260000,1260,1967,11/30/2015,2807 NE SHERWOOD PL,CORVALLIS,OR,97330-4127,0.25,1,Dwelling,G,1728,3,1,1,11,"2807 NE SHERWOOD PL, CORVALLIS, OR"
44.283992,17.590282,315000,1428,1966,11/25/2015,3045 NW ASHWOOD DR,CORVALLIS,OR,97330-1156,0.2,1,Dwelling,G,1888,3,2,0,11,"3045 NW ASHWOOD DR, CORVALLIS, OR"
44.288326,17.590908,310000,1842,1966,11/25/2015,3362 NW ROOSEVELT DR,CORVALLIS,OR,97330,0.3,1,Dwelling,AV,2546,3,2,0,11,"3362 NW ROOSEVELT DR, CORVALLIS, OR"
44.295424,17.593704,185000,992,1978,11/25/2015,2620 NW CHINABERRY PL,CORVALLIS,OR,97330-3310,0.11,1,Dwelling,AV,1452,2,1,0,11,"2620 NW CHINABERRY PL, CORVALLIS, OR"
44.285134,17.556617,285000,1152,1943,11/25/2015,3020 SW WESTERN BLVD,CORVALLIS,OR,97333,0.19,1,Dwelling,G,1422,3,1,0,11,"3020 SW WESTERN BLVD, CORVALLIS, OR"
44.255064,17.536274,235000,1416,2002,11/25/2015,1224 SE SEAPORT CIR,CORVALLIS,OR,97333-3110,0.11,1,Dwelling,AV,1876,3,2,0,11,"1224 SE SEAPORT CIR, CORVALLIS, OR"
44.269328,17.594828,360000,2424,1991,11/25/2015,1522 NW JONQUIL PL,CORVALLIS,OR,97330-3637,0.12,1,Dwelling,G,2864,4,3,0,11,"1522 NW JONQUIL PL, CORVALLIS, OR"
44.2756293,17.5711949,196500,788,1924,11/25/2015,2020 NW HARRISON BLVD,CORVALLIS,OR,97330,0.1,1,Dwelling,G,788,2,1,0,11,"2020 NW HARRISON BLVD, CORVALLIS, OR"
44.261185,17.536504,204000,1110,1959,11/25/2015,630 SE GOODNIGHT AVE,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,1326,2,1,0,11,"630 SE GOODNIGHT AVE, CORVALLIS, OR"
44.245429,17.600055,20000,800,1967,11/25/2015,277 NE CONIFER BLVD SPACE 68,CORVALLIS,OR,97330-4143,0,1,Mobile Home,G,800,0,1,0,11,"277 NE CONIFER BLVD SPACE 68, CORVALLIS, OR"
44.2915227,17.5945411,328500,1676,1975,11/24/2015,2842 NW MONTEREY PL,CORVALLIS,OR,97330-3436,0.2,1,Dwelling,AV,2076,3,2,0,11,"2842 NW MONTEREY PL, CORVALLIS, OR"
44.2463352,17.5946242,69000,1404,1994,11/24/2015,2601 NE JACK LONDON ST SPACE 5,CORVALLIS,OR,97330,0,1,Mobile Home,G,1716,0,2,0,11,"2601 NE JACK LONDON ST SPACE 5, CORVALLIS, OR"
44.267384,17.583252,235000,1255,1959,11/23/2015,1311 NW GARFIELD AVE,CORVALLIS,OR,97330,0.23,1,Dwelling,AV,1696,3,1,1,11,"1311 NW GARFIELD AVE, CORVALLIS, OR"
44.2585851,17.5689252,334324,0,1960,11/23/2015,532 TO 544 NW 3RD ST,CORVALLIS,OR,97330,0.46,0,Commercial,AV,10654,0,0,0,11,"532 TO 544 NW 3RD ST, CORVALLIS, OR"
44.255832,17.599088,410763,1905,2015,11/23/2015,644 NW MIRADOR PL,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,2515,2,2,0,11,"644 NW MIRADOR PL, CORVALLIS, OR"
44.26387,17.582721,72000,1350,1955,11/23/2015,1540 NW 11TH ST,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,1350,3,1,0,11,"1540 NW 11TH ST, CORVALLIS, OR"
44.26899,17.588009,315000,1347,1960,11/20/2015,1947 NW GARRYANNA ST,CORVALLIS,OR,97330-2006,0.19,1,Dwelling,G,1881,3,1,1,11,"1947 NW GARRYANNA ST, CORVALLIS, OR"
44.220406,17.60185,71000,2128,1977,11/20/2015,4148 NE ASBAHR PL,CORVALLIS,OR,97330,0.74,1,Dwelling,G,2656,5,3,0,11,"4148 NE ASBAHR PL, CORVALLIS, OR"
44.2753234,17.5711696,1,1170,1931,11/20/2015,2004 NW HARRISON BLVD,CORVALLIS,OR,97330,0.11,1,Dwelling,AV,1846,4,2,0,11,"2004 NW HARRISON BLVD, CORVALLIS, OR"
44.2741497,17.5708899,1,2360,1930,11/20/2015,1752 NW HARRISON BLVD,CORVALLIS,OR,97330,0.06,1,Dwelling,AV,2540,6,2,0,11,"1752 NW HARRISON BLVD, CORVALLIS, OR"
44.2742848,17.5709553,1,2057,1930,11/20/2015,1762 NW HARRISON BLVD,CORVALLIS,OR,97330,0.06,1,Dwelling,AV,2375,6,2,0,11,"1762 NW HARRISON BLVD, CORVALLIS, OR"
44.2696611,17.5571035,1,2508,1991,11/20/2015,1002 SW E AVE,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,2948,4,2,0,11,"1002 SW E AVE, CORVALLIS, OR"
44.285776,17.548737,222000,1533,1979,11/20/2015,3283 SW KNOLLBROOK AVE,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,2017,3,2,0,11,"3283 SW KNOLLBROOK AVE, CORVALLIS, OR"
44.277938,17.583861,328000,3041,1957,11/19/2015,1620 NW 23RD ST,CORVALLIS,OR,97330-1957,0.25,1,Dwelling,AV,3478,4,2,0,11,"1620 NW 23RD ST, CORVALLIS, OR"
44.256174,17.541231,280000,1304,1967,11/18/2015,2560 SE CRYSTAL LAKE DR,CORVALLIS,OR,97333,1.21,1,Dwelling,AV,1724,2,1,0,11,"2560 SE CRYSTAL LAKE DR, CORVALLIS, OR"
44.245429,17.600055,42000,1792,1977,11/18/2015,277 NE CONIFER BLVD SPACE 54,CORVALLIS,OR,97330,0,1,Mobile Home,G,1792,0,2,0,11,"277 NE CONIFER BLVD SPACE 54, CORVALLIS, OR"
44.2463352,17.5946242,49900,1056,1995,11/18/2015,2601 NE JACK LONDON ST SPACE 37,CORVALLIS,OR,97330,0,1,Mobile Home,G,1368,0,2,0,11,"2601 NE JACK LONDON ST SPACE 37, CORVALLIS, OR"
44.2862015,17.5420034,137500,0,NA,11/17/2015,3211 SW HAWKEYE AVE,CORVALLIS,OR,97333,0.36,0,NA,0,0,0,0,0,11,"3211 SW HAWKEYE AVE, CORVALLIS, OR"
44.266509,17.5590986,161774,1046,2014,11/17/2015,548 SW B AVE,CORVALLIS,OR,97333,0.06,1,Dwelling,AV,1046,3,2,0,11,"548 SW B AVE, CORVALLIS, OR"
44.2664779,17.5590904,161774,1046,2014,11/17/2015,546 SW B AVE,CORVALLIS,OR,97333,0.07,1,Dwelling,AV,1046,4,2,0,11,"546 SW B AVE, CORVALLIS, OR"
44.2522675,17.5921809,1200000,0,1965,11/17/2015,2475 NW 9TH ST,CORVALLIS,OR,97330,0.55,0,Commercial,AV,5701,0,0,0,11,"2475 NW 9TH ST, CORVALLIS, OR"
44.2522675,17.5921809,1200000,0,NA,11/17/2015,2475 NW 9TH ST,CORVALLIS,OR,97330,0.61,0,NA,0,0,0,0,0,11,"2475 NW 9TH ST, CORVALLIS, OR"
44.314961,17.5509569,207117,1680,1994,11/17/2015,5565 SW PHILOMATH BLVD,CORVALLIS,OR,97333,0,1,Mobile Home,AV,1680,0,2,0,11,"5565 SW PHILOMATH BLVD, CORVALLIS, OR"
44.285409,17.571331,289000,1018,1922,11/16/2015,329 NW 31ST ST,CORVALLIS,OR,97330,0.11,1,Dwelling,G,1668,2,1,0,11,"329 NW 31ST ST, CORVALLIS, OR"
44.258956,17.589656,1870000,0,1970,11/16/2015,958 NW SYCAMORE AVE,CORVALLIS,OR,97330,1.24,0,Commercial,AV,32340,0,0,0,11,"958 NW SYCAMORE AVE, CORVALLIS, OR"
44.257072,17.601425,420000,2088,2013,11/16/2015,3534 NW VERACRUZ PL,CORVALLIS,OR,97330,0.22,1,Dwelling,AV,2580,3,2,0,11,"3534 NW VERACRUZ PL, CORVALLIS, OR"
44.264478,17.560336,225000,0,1965,11/16/2015,520 SW 4TH ST,CORVALLIS,OR,97333,0.12,0,Commercial,AV,1843,0,0,0,11,"520 SW 4TH ST, CORVALLIS, OR"
44.245429,17.600055,24900,1100,1968,11/16/2015,277 NE CONIFER BLVD SPACE 7,CORVALLIS,OR,97330-4136,0,1,Mobile Home,G,1100,0,2,0,11,"277 NE CONIFER BLVD SPACE 7, CORVALLIS, OR"
44.245429,17.600055,24900,1100,1968,11/16/2015,277 NE CONIFER BLVD SPACE 7,CORVALLIS,OR,97330-4136,0,1,Mobile Home,G,1100,0,2,0,11,"277 NE CONIFER BLVD SPACE 7, CORVALLIS, OR"
44.2702359,17.5769645,345000,1432,1949,11/12/2015,1140 NW 16TH ST,CORVALLIS,OR,97330-2609,0.19,1,Dwelling,G,1792,3,2,0,11,"1140 NW 16TH ST, CORVALLIS, OR"
44.2652928,17.5384846,223000,1180,1978,11/12/2015,2807 SE GLENN ST,CORVALLIS,OR,97333,0.14,1,Dwelling,G,1656,3,1,0,11,"2807 SE GLENN ST, CORVALLIS, OR"
44.280821,17.5827691,225000,1917,1959,11/12/2015,1545 NW 27TH ST,CORVALLIS,OR,97330-2448,0.22,1,Dwelling,AV,2057,3,1,1,11,"1545 NW 27TH ST, CORVALLIS, OR"
44.263154,17.536056,7000,960,1980,11/10/2015,300 SE GOODNIGHT AVE SPACE 5,CORVALLIS,OR,97333-2163,0,1,Mobile Home,F,960,0,2,0,11,"300 SE GOODNIGHT AVE SPACE 5, CORVALLIS, OR"
44.3094854,17.5948302,359000,2020,2003,11/9/2015,4915 NW LAVENDER CIR,CORVALLIS,OR,97330,0.08,1,Dwelling,AV,2420,3,2,1,11,"4915 NW LAVENDER CIR, CORVALLIS, OR"
44.2701612,17.5718552,269000,1889,1922,11/6/2015,540 NW 14TH ST,CORVALLIS,OR,97330,0.11,1,Dwelling,AV,3041,4,2,0,11,"540 NW 14TH ST, CORVALLIS, OR"
44.267429,17.591786,230000,1160,1966,11/6/2015,2340 NW 13TH ST,CORVALLIS,OR,97330-1432,0.21,1,Dwelling,AV,1820,3,1,1,11,"2340 NW 13TH ST, CORVALLIS, OR"
44.308278,17.5549589,206800,1176,1962,11/6/2015,1140 SW GEROLD ST,CORVALLIS,OR,97333,0.14,1,Dwelling,AV,1176,2,1,0,11,"1140 SW GEROLD ST, CORVALLIS, OR"
44.302153,17.545314,385000,2089,2003,11/5/2015,4618 SW 47TH PL,CORVALLIS,OR,97333,0.13,1,Dwelling,AV,2605,3,2,1,11,"4618 SW 47TH PL, CORVALLIS, OR"
44.2862015,17.5420034,162000,0,NA,11/5/2015,3427 SW HAWKEYE AVE,CORVALLIS,OR,97333,0.37,0,NA,0,0,0,0,0,11,"3427 SW HAWKEYE AVE, CORVALLIS, OR"
44.266876,17.557995,185000,1508,1916,11/5/2015,804 SW 5TH ST,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,1508,4,2,0,11,"804 SW 5TH ST, CORVALLIS, OR"
44.257578,17.596271,259900,1474,1994,11/4/2015,848 NW SUNDANCE CIR,CORVALLIS,OR,97330,0.11,1,Dwelling,AV,1874,3,2,0,11,"848 NW SUNDANCE CIR, CORVALLIS, OR"
44.2552601,17.5464746,293000,1300,2007,11/4/2015,1975 SE CRYSTAL LAKE DR BLDG 9 UNIT 191,CORVALLIS,OR,97333,0.03,1,Dwelling,AV,1300,3,2,0,11,"1975 SE CRYSTAL LAKE DR BLDG 9 UNIT 191, CORVALLIS, OR"
44.267504,17.597704,209000,1130,1980,11/4/2015,2960 NW 13TH PL,CORVALLIS,OR,97330,0.09,1,Dwelling,AV,1466,2,2,0,11,"2960 NW 13TH PL, CORVALLIS, OR"
44.268994,17.588212,230000,960,1960,11/4/2015,1955 NW GARRYANNA ST,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,1338,3,1,1,11,"1955 NW GARRYANNA ST, CORVALLIS, OR"
44.266656,17.582402,4.00E+05,2364,1969,11/3/2015,1545 NW 13TH ST,CORVALLIS,OR,97330-4641,0.2,1,Dwelling,G,2914,4,3,0,11,"1545 NW 13TH ST, CORVALLIS, OR"
44.2711418,17.5736897,1,0,1945,11/3/2015,712 TO 714 NW 16TH ST,CORVALLIS,OR,97330,0.11,2,Dwelling,0,2605,0,0,0,11,"712 TO 714 NW 16TH ST, CORVALLIS, OR"
44.263576,17.57725,345000,1471,1942,11/3/2015,1201 NW 11TH ST,CORVALLIS,OR,97330-4616,0.23,1,Dwelling,G,1891,4,2,0,11,"1201 NW 11TH ST, CORVALLIS, OR"
44.2620435,17.5645659,189900,0,NA,11/2/2015,6298 SW GRAND OAKS DR GARAGE # G2,CORVALLIS,OR,97333,0.01,0,RES Feature,0,0,0,0,0,11,"6298 SW GRAND OAKS DR GARAGE # G2, CORVALLIS, OR"
44.2666745,17.5577604,330000,2378,1899,11/2/2015,805 TO 807 SW 5TH ST,CORVALLIS,OR,97333,0.14,1,Dwelling,G,2378,8,3,0,11,"805 TO 807 SW 5TH ST, CORVALLIS, OR"
44.259873,17.594534,500,622,1961,11/1/2015,2655 NW HIGHLAND DR SPACE 101,CORVALLIS,OR,97330,0,1,Mobile Home,F,622,0,1,0,11,"2655 NW HIGHLAND DR SPACE 101, CORVALLIS, OR"
44.263154,17.536056,500,800,1970,11/1/2015,300 SE GOODNIGHT AVE SPACE 73,CORVALLIS,OR,97333,0,1,Mobile Home,F,800,0,1,0,11,"300 SE GOODNIGHT AVE SPACE 73, CORVALLIS, OR"
44.306333,17.544162,365000,1725,2003,10/30/2015,4865 SW HOLLYHOCK CIR,CORVALLIS,OR,97333,0.15,1,Dwelling,AV,2300,2,2,0,10,"4865 SW HOLLYHOCK CIR, CORVALLIS, OR"
